"BarcodeID","Region","Reach","RiverMile","Bank","Date","Collector","Weather","WindSpeed","Habitat","Sunset","TimeBegin","TimeElapsed","Battery","Bats","FlagStrange","FlagDelete","EntererSample","Processor","ProcessDate","ProcessTime","QAQC","Checker","EntererSpecimen","NotesField","NotesLab"
"L03553","GrandCanyon","CRGrandCanyon",52.10,"RB","04/17/2015","PrivateBoater","NoRain",1,"Sand","19:04","19:09",1,,0,0,0,,"MetcalfeA",,0.17,0,,,"Wind Spd.: 1.3mph, Temp: 53.9F","Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L03554","GrandCanyon","CRGrandCanyon",72.68,"LB","04/18/2015","PrivateBoater","NoRain",1,"Sand","19:05","19:15",1.03,,0,0,0,,"MetcalfeA",,0.47,0,,,"Wind spd: 3.3mph, Temp: 76.4F, rH: 21.5%","Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L03555","GrandCanyon","CRGrandCanyon",84.86,"RB","04/19/2015","PrivateBoater","NoRain",1,"Sand","19:06","19:15",1.08,,0,0,0,,"MetcalfeA",,0.92,0,,,,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L03556","GrandCanyon","CRGrandCanyon",92.70,"RB","04/20/2015","PrivateBoater","NoRain",1,"Rock","19:07","19:20",1.02,,0,0,0,,"MetcalfeA",,1.82,0,,,,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L03557","GrandCanyon","CRGrandCanyon",98.78,"RB","04/21/2015","PrivateBoater","NoRain",1,"Vegetation","19:07","19:20",1.02,,0,0,0,,"GarciaPenaD",,,0,,,,"no processing time recorded. Habitat originally recorded as 'Trees-Shrubs' (2018-09-27 JDM). Weather originally recorded as 'Cloudy' (2018-09-27 JDM)."
"L03558","GrandCanyon","CRGrandCanyon",109.90,"RB","04/22/2015","PrivateBoater","NoRain",1,"Sand","19:08","19:30",1.02,,0,0,0,,"DaubertM",,0.12,0,,,,"No inner label. Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L03559","GrandCanyon","CRGrandCanyon",120.62,"RB","04/23/2015","PrivateBoater","NoRain",1,"Sand","19:09","19:33",1,,0,0,0,,"DaubertM",,0.53,0,,,,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L03560","GrandCanyon","CRGrandCanyon",132.23,"RB","04/25/2015","PrivateBoater","Rain",2,"Vegetation","19:11","19:40",1.08,,0,0,0,,"MetcalfeA",,0.42,0,,,"layover.","Habitat originally recorded as 'Trees-Shrubs' (2018-09-27 JDM). "
"L03561","GrandCanyon","CRGrandCanyon",132.23,"RB","04/24/2015","PrivateBoater","NoRain",2,"Vegetation","19:10","19:33",1.03,,0,1,0,,"MetcalfeA",,0.05,0,,,,"sample tossed, bottle recycled. Habitat originally recorded as 'Trees-Shrubs' (2018-09-27 JDM). Weather originally recorded as 'Cloudy' (2018-09-27 JDM). Short duration verified on datasheet (2018-10-23 JDM)."
"L03562","GrandCanyon","CRGrandCanyon",137.14,"RB","04/26/2015","PrivateBoater","NoRain",1,"Sand","19:12","19:45",1.02,,0,0,0,,"IngramA",,0.1,0,,,,"No inner label. Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L03563","GrandCanyon","CRGrandCanyon",151.92,"RB","04/27/2015","PrivateBoater","NoRain",2,"Sand","19:12","19:50",1,,0,0,0,,"KortenhoevenE",,0.1,0,,,,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L03564","GrandCanyon","CRGrandCanyon",158.71,"LB","04/28/2015","PrivateBoater","NoRain",0,"Rock","19:13","19:50",1.03,,0,0,0,,"KortenhoevenE",,0.5,0,,,,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L03565","GrandCanyon","CRGrandCanyon",87.70,"LB","06/17/2015","GCY","NoRain",1,"Sand","19:48","20:20",1.12,,0,0,0,,"KortenhoevenE",,2.27,0,,,,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L03566","GrandCanyon","CRGrandCanyon",97.20,"LB","06/18/2015","GCY","NoRain",1,"Sand","19:48","19:40",1.03,,0,0,0,,"GarciaPenaD",,0.28,0,,,,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L03567","GrandCanyon","CRGrandCanyon",47.60,"RB","04/15/2015","PrivateBoater","NoRain",1,"Vegetation","19:02","19:06",1,,0,0,0,,"GarciaPenaD",,,0,,,,"No bugs, sample tossed, bottle recycled. Habitat originally recorded as 'Trees-Shrubs' (2018-09-27 JDM). Weather originally recorded as 'Cloudy' (2018-09-27 JDM)."
"L03568","GrandCanyon","CRGrandCanyon",34.10,"LB","04/12/2015","PrivateBoater","NoRain",0,"Sand","19:00","19:25",1,,0,0,0,,"MetcalfeA",,0.57,0,,,,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L03569","GrandCanyon","CRGrandCanyon",20.75,"RB","04/11/2015","PrivateBoater","NoRain",1,"Sand","18:59","19:05",0.98,,0,0,0,,"MetcalfeA",,0.23,0,,,"multiple lights @ camp- 40 ckhsh (? Unreadable?)","Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L03570","GrandCanyon","CRGrandCanyon",12.10,"LB","04/10/2015","PrivateBoater","NoRain",1,"Rock","18:58","19:05",1,,0,0,0,,"DaubertM",,0.47,0,,,,"Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L03571","GrandCanyon","CRGrandCanyon",91.73,"RB","04/18/2015","PrivateBoater","NoRain",0,"Sand","19:05","19:27",0.9,,0,0,0,,"DaubertM",,0.53,0,,,,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L03572","GrandCanyon","CRGrandCanyon",65.91,"RB","04/15/2015","PrivateBoater","NoRain",2,"Sand","19:02","19:20",1,,0,0,0,,"DaubertM",,0.23,0,,,,"Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L03573","GrandCanyon","CRGrandCanyon",126.98,"RB","04/21/2015","PrivateBoater","NoRain",1,"Sand","19:07","19:20",1,,0,0,0,,"KortenhoevenE",,0.8,0,,,,"Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L03574","GrandCanyon","CRGrandCanyon",115.10,"RB","04/20/2015","PrivateBoater","NoRain",0,"Sand","19:07","19:35",1,,0,0,0,,"KortenhoevenE",,0.45,0,,,,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L03575","GrandCanyon","CRGrandCanyon",151.90,"RB","04/24/2015","PrivateBoater","NoRain",2,"Rock","19:10","19:20",1,,0,0,0,,"DaubertM",,0.07,0,,,,"Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L03576","GrandCanyon","CRGrandCanyon",177.54,"LB","04/26/2015","PrivateBoater","NoRain",1,"Sand","19:12","19:20",1,,0,0,0,,"KortenhoevenE",,0.08,0,,,,"Coleoptera Larva in sample. Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L03577","GrandCanyon","CRGrandCanyon",222.20,"LB","06/15/2015","PrivateBoater","NoRain",1,"Vegetation","19:47","19:45",1,,0,0,0,,"MetcalfeA",,1.08,0,,,,"data sheet said CICA (cicadidae) but probably intended to be CIAE (cicadellidae) so recorded as such. Datasheet said CECI (does not exist in DB) recorded as CECA (cecidomyiidae). Habitat originally recorded as 'Trees-Shrubs' (2018-09-27 JDM). Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L03578","UpperBasin","SJSandIsland",37.00,"LB","06/26/2015","GCMRC","NoRain",0,"Vegetation","19:49","20:00",1,,0,1,0,,"KortenhoevenE","04/24/2017",6.23,0,,"GiardinaM","Bump camp. T. Gushue.","Inner label says RM 43. Acess DB field data says RM 37. Double check. Habitat originally recorded as 'Grasses-Forbes' (2018-09-27 JDM). Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L03579","GrandCanyon","CRLeesFerry",-0.02,"RB","07/15/2015","Foodbase","NoRain",0,"Sand","19:45","20:03",1,,0,0,0,,"DaubertM",,0.3,0,,,"Lees Ferry Boat Ramp. Compare to David Cassidy sample from same night. Rechargeable.","no internal label. Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L03580","GrandCanyon","CRGrandCanyon",8.11,"RB","07/16/2015","GCY","NoRain",0,"Sand","19:45","20:05",1.02,,0,0,0,,"IngramA",,0.58,0,,,"rechargeable battery prototype","Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L03581","GrandCanyon","CRGrandCanyon",165.11,"RB","04/25/2015","PrivateBoater","NoRain",0,"Sand","19:11","19:25",1,,0,0,0,,"KortenhoevenE",,0.12,0,,,,"Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L03583","GrandCanyon","CRGrandCanyon",85.58,"RB","04/17/2015","PrivateBoater","NoRain",0,"Sand","19:04","19:30",1,,0,0,0,,"KortenhoevenE",,0.15,0,,,,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L03584","GrandCanyon","CRGrandCanyon",71.60,"LB","04/16/2015","PrivateBoater","Rain",1,"Rock","19:03","19:26",0.67,,0,1,1,,"DaubertM",,,0,,,"""started raining"" ","no processing time recorded. - so I guess they closed the trap early since it started raining. Flagged delete owing to short collection (2018-05-30 TK)."
"L03585","GrandCanyon","CRGrandCanyon",100.20,"LB","04/19/2015","PrivateBoater","NoRain",0,"Sand","19:06","19:35",1,,0,1,0,,"KortenhoevenE",,0.72,0,,,,"No close time noted. Assumed 1 hr and flagged strange (2018-05-30 TK). Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L03586","GrandCanyon","CRGrandCanyon",146.20,,"04/23/2015","PrivateBoater","NoRain",,"Sand","19:09","19:35",1,,0,1,1,,"KortenhoevenE",,0.47,0,,,,"OLO? LB? No River side, weather or wind recorded. No close time noted. 5th night on batteries. (*One hour assumed 7/18/17 am*). Weather originally left blank. Changed to 'NoRain' on the assumption that rain would have warranted some comment (2018-09-27 JDM)."
"L03587","GrandCanyon","CRGrandCanyon",52.10,"RB","04/14/2015","PrivateBoater","NoRain",2,"Sand","19:01","19:43",0.95,,0,0,0,,"DaubertM",,0.27,0,,,,"Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L03588","GrandCanyon","CRGrandCanyon",51.46,"LB","04/13/2015","PrivateBoater","NoRain",0,"Sand","19:01","19:28",1,,0,0,0,,"DaubertM",,0.92,0,,,,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L03590","GrandCanyon","CRGrandCanyon",158.68,"RB","06/21/2019","WoganK","Rain",,"Rock","19:49","19:54",1,"Rechargeable",0,0,0,"SzydloC","StarbuckM","01/31/2020",0.25,0,,"MatteucciS",,"No wind speed on datasheet - CS 07/24/2019"
"L03591","GrandCanyon","CRGrandCanyon",119.09,"RB","06/18/2019","WoganK","NoRain",0,"Sand","19:48","20:08",1.1,"Rechargeable",0,0,0,"SzydloC","SzydloC","12/17/2019",4.42,0,,"GiardinaM",,"TG processing time: 4hr3min
CS processing time: 22min"
"L03592","GrandCanyon","CRGrandCanyon",180.15,"RB","06/22/2019","WoganK","NoRain",2,"Sand","19:49","20:30",0.9,"Rechargeable",0,0,0,"SzydloC","GoodenoughD","01/21/2020",0.38,0,,"GiardinaM",,
"L03593","GrandCanyon","CRGrandCanyon",132.49,"RB","06/19/2019","WoganK","NoRain",1,"Sand","19:48","20:08",1,"Rechargeable",0,0,0,"SzydloC","GardnerT","01/29/2020",0.87,0,,"MatteucciS",,
"L03594","GrandCanyon","CRGrandCanyon",87.72,"LB","06/16/2019","WoganK","NoRain",1,"Sand","19:47","19:55",1.17,"Rechargeable",0,0,0,"SzydloC","HanusK","12/04/2019",1.42,0,,"GiardinaM",,
"L03595","GrandCanyon","CRGrandCanyon",53.12,"RB","06/14/2019","WoganK","NoRain",1,"Sand","19:47","20:07",1.02,"Rechargeable",0,0,0,"SzydloC","SzydloC","12/04/2019",0.9,0,,"GiardinaM",,
"L03596","GrandCanyon","CRGrandCanyon",44.49,"LB","06/13/2019","WoganK","NoRain",0,"Sand","19:46","19:48",1.02,"Rechargeable",0,0,0,"SzydloC","HanusK","12/06/2019",2.17,0,,"GiardinaM",,
"L03597","GrandCanyon","CRGrandCanyon",30.69,"RB","06/12/2019","WoganK","NoRain",0,"Sand","19:46","19:55",1.02,"Rechargeable",0,0,0,"SzydloC","GoodenoughD","01/20/2020",1.23,0,,"GiardinaM",,
"L03598","GrandCanyon","CRGrandCanyon",16.65,"LB","06/11/2019","WoganK","NoRain",1,"Sand","19:45","19:58",1.05,"Rechargeable",0,0,0,"SzydloC","FordM","12/21/2019",0.88,0,,"GiardinaM","wind was variable throughout evening","Tyler picked moths, no processing time noted"
"L03599","GrandCanyon","CRLeesFerry",0.00,"RB","06/10/2019","WoganK","NoRain",0,"Rock","19:45","20:02",1.02,"Rechargeable",0,0,0,"SzydloC","FordM","12/19/2019",0.83,0,,"GiardinaM",,
"L03600","UpperBasin","SJSandIsland",31.30,"LB","06/16/2019","GCY","NoRain",1,"Sand","19:47","20:11",1,"Rechargeable",0,0,0,"MetcalfeA",,,,0,,,,
"L03601","UpperBasin","SJSandIsland",21.00,"RB","06/15/2019","GCY","NoRain",0,"Rock","19:47","20:12",1.03,"Rechargeable",0,0,0,"MetcalfeA",,,,0,,,,
"L03602","UpperBasin","SJSandIsland",0.00,"RB","06/12/2019","GCY","NoRain",0,"Vegetation","19:46","19:47",1.02,"Rechargeable",1,0,0,"MetcalfeA","MetcalfeA","03/02/2020",0.15,0,,"MetcalfeA",,
"L03603","UpperBasin","SJSandIsland",8.60,"RB","06/13/2019","GCY","NoRain",0,"Sand","19:46","20:05",0.87,"Rechargeable",1,0,0,"MetcalfeA","MetcalfeA","03/02/2020",0.6,0,,"MetcalfeA","Big Stick camp ""most of the bugs are moths""",
"L03604","UpperBasin","SJSandIsland",21.00,"RB","06/14/2019","GCY","NoRain",,"Rock","19:47","19:46",1.1,"Rechargeable",1,0,0,"MetcalfeA","SzydloC","03/02/2020",0.35,0,,"MetcalfeA","No wind or weather recorded","Sample kept"
"L03605","UpperBasin","SJSandIsland",61.20,"RB","06/17/2019","GCY","Rain",1,"Rock","19:48","20:30",1,"Rechargeable",1,0,0,"MetcalfeA","MetcalfeA","03/02/2020",0.05,0,,"MetcalfeA","Sand and rock selected for habitat, light sprinkles",
"L03606","UpperBasin","SJSandIsland",,"RB","06/17/2019","GCY","NoRain",0,"Sand","19:48","07:35",,"Rechargeable",0,1,1,"MetcalfeA","MetcalfeA",,,0,,"MetcalfeA","No RM, No close time","Sample tossed"
"L03607","UpperBasin","SJSandIsland",6.30,"RB","08/03/2019","GCY","NoRain",2,"Vegetation","19:31","19:41",1,"Rechargeable",0,0,0,"MetcalfeA",,,,0,,,"Collectors: Holland, Ricey, Ella, Violet. AZ time.",
"L03608","GrandCanyon","LittleCR",1.90,"RB","07/04/2019","GCMRC","NoRain",1,"Sand","19:49","19:59",1.02,"Rechargeable",0,0,0,"SzydloC","SzydloC","12/11/2019",0.47,0,,"GiardinaM",,
"L03609","GrandCanyon","CRGrandCanyon",22.50,"LB","06/09/2019","BestardM","NoRain",0,"Rock","19:45","19:59",1,"Rechargeable",0,0,0,"SzydloC","SzydloC","01/10/2020",0.53,0,,"GiardinaM",,
"L03610","GrandCanyon","CRGrandCanyon",144.80,"RB","06/23/2019","GCY","NoRain",0,"Sand","19:49","20:05",1.15,"Rechargeable",0,0,0,"SzydloC","SzydloC","01/06/2020",0.33,0,,"GiardinaM",,
"L03611","UpperBasin","SJSandIsland",26.90,"RB","07/13/2019","GCY","NoRain",0,"Sand","19:46","19:30",,"Rechargeable",1,1,1,"MetcalfeA",,,,0,,,,"SAMPLE TOSSED, no close time"
"L03612","GrandCanyon","CRGrandCanyon",222.20,"LB","06/27/2019","GCY","NoRain",1,"Rock","19:49","19:49",0.97,"Rechargeable",0,0,0,"SzydloC","SzydloC","01/06/2020",0.1,0,,"GiardinaM","Thank all you lucky people for what you do! Ted if you are out there Henry was amazing human to have on this trip.",
"L03613","GrandCanyon","CRGrandCanyon",158.30,"RB","06/24/2019","GCY","NoRain",0,"Rock","19:49","19:50",1,"Rechargeable",0,0,0,"SzydloC","SzydloC","12/18/2019",0.25,0,,"GiardinaM",,
"L03614","GrandCanyon","CRGrandCanyon",50.00,"RB","07/14/2019","GCY","NoRain",0,"Sand","19:46","19:45",1.02,"Rechargeable",1,0,0,"SzydloC","SzydloC","12/13/2019",0.58,0,,"GiardinaM",,
"L03615","GrandCanyon","CRGrandCanyon",16.60,"LB","06/10/2019","ChapmanK","NoRain",0,"Sand","19:45","19:48",1.03,"Rechargeable",1,0,0,"SzydloC","SzydloC","01/16/2020",0.1,0,,"GiardinaM",,
"L03616","GrandCanyon","CRGrandCanyon",31.90,"RB","06/11/2019","ChapmanK","NoRain",1,"Sand","19:45","19:44",1.03,"Rechargeable",1,0,0,"SzydloC","GoodenoughD","12/31/2019",0.82,0,,"GiardinaM",,
"L03617","GrandCanyon","CRGrandCanyon",44.50,"LB","06/12/2019","ChapmanK","NoRain",0,"Sand","19:46","19:42",1.08,"Rechargeable",1,0,0,"SzydloC","HanusK","01/10/2020",1.13,0,,"GiardinaM",,
"L03618","GrandCanyon","CRGrandCanyon",62.90,"RB","06/13/2019","ChapmanK","NoRain",1,"Sand","19:46","20:18",1.1,"Rechargeable",1,0,0,"SzydloC","GardnerT","01/29/2020",0.55,0,,"MatteucciS",,
"L03619","GrandCanyon","CRGrandCanyon",85.00,"LB","06/14/2019","ChapmanK","NoRain",1,"Sand","19:47","19:42",0.97,"Rechargeable",1,0,0,"SzydloC","SzydloC","12/06/2019",0.08,0,,"GiardinaM","10 rain drops /hour but storm might be rolling in",
"L03620","GrandCanyon","CRGrandCanyon",96.50,"LB","06/15/2019","ChapmanK","NoRain",0,"Sand","19:47","19:51",0.97,"Rechargeable",1,0,0,"SzydloC","GoodenoughD","12/30/2019",0.32,0,,"GiardinaM",,
"L03621","GrandCanyon","CRGrandCanyon",119.10,"RB","06/16/2019","ChapmanK","NoRain",0,"Sand","19:47","19:58",1.2,"Rechargeable",1,0,0,"SzydloC","GoodenoughD","12/31/2019",0.28,0,,"GiardinaM",,
"L03622","GrandCanyon","CRGrandCanyon",119.40,"RB","06/21/2019","GCY","NoRain",0,"Sand","19:49","19:45",1.03,"Rechargeable",1,0,0,"SzydloC","GoodenoughD","12/31/2019",0.53,0,,"GiardinaM",,
"L03623","GrandCanyon","CRGrandCanyon",99.62,"LB","06/20/2019","GCY","NoRain",1,"Sand","19:49","20:15",1,"Rechargeable",1,0,0,"SzydloC","SzydloC","01/03/2020",0.53,0,,"GiardinaM",,
"L03624","GrandCanyon","CRGrandCanyon",89.30,"RB","06/19/2019","GCY","NoRain",1,"Rock","19:48","20:38",1.03,"Rechargeable",1,0,0,"SzydloC","SzydloC","12/18/2019",0.28,0,,"GiardinaM",,
"L03625","GrandCanyon","CRGrandCanyon",63.00,"RB","06/18/2019","GCY","NoRain",0,"Sand","19:48","20:12",1.05,"Rechargeable",1,1,0,"SzydloC","HanusK","12/31/2019",2.72,0,,"GiardinaM",,"Close time was listed as ""8:15"" which would have made for a 3 min sample. I assumed that they meant to put 9:15. -CS 7/1/2019
Processed as normal, assuming that trap time was mistaken as the sample has ample inverts. -MF
KH processing time: 1hr20min
MS processing time: 1hr23min"
"L03626","GrandCanyon","CRGrandCanyon",58.00,"LB","06/17/2019","GCY","NoRain",1,"Sand","19:48","20:11",1.13,"Rechargeable",1,0,0,"SzydloC","GoodenoughD","01/28/2020",1.25,0,,"GoodenoughD",,
"L03627","GrandCanyon","CRGrandCanyon",14.15,"LB","06/13/2019","GCY","NoRain",,"Rock","19:46","19:41",,"Rechargeable",1,1,1,"SzydloC",,,,0,,,,"No close time. End time can be found on GCY bat pad. No wind speed recorded.  - CS 7/1/2019"
"L03628","GrandCanyon","CRGrandCanyon",47.50,"RB","06/16/2019","GCY","NoRain",0,"Sand","19:47","19:44",,"Rechargeable",0,1,1,"SzydloC",,,,0,,,,"No close time, or rain recorded on datasheet - CS 7/1/2019"
"L03629","GrandCanyon","CRGrandCanyon",16.60,"LB","06/27/2019","BestardM","NoRain",1,"Sand","19:49","19:51",1.08,"Rechargeable",1,0,0,"SzydloC","GoodenoughD","01/30/2020",0.3,0,,"FordM",,
"L03630","GrandCanyon","CRGrandCanyon",222.00,"RB","06/15/2019","BestardM","NoRain",0,"Sand","19:47","20:00",1.25,"Rechargeable",1,0,0,"SzydloC","HanusK","01/11/2020",0.98,0,,"GiardinaM",,
"L03631","GrandCanyon","CRGrandCanyon",137.70,"LB","06/13/2019","BestardM","NoRain",1,"Sand","19:46","19:52",1.1,"Rechargeable",1,0,0,"SzydloC","GoodenoughD","01/15/2020",0.5,0,,"GiardinaM",,
"L03632","GrandCanyon","CRGrandCanyon",121.60,"LB","06/12/2019","BestardM","NoRain",0,"Vegetation","19:46","19:56",0.98,"Rechargeable",1,0,0,"SzydloC","GoodenoughD","01/20/2020",0.43,0,,"GiardinaM",,
"L03633","GrandCanyon","CRGrandCanyon",75.00,"LB","06/11/2019","BestardM","NoRain",0,"Sand","19:45","19:54",1.07,"Rechargeable",1,0,0,"SzydloC","GoodenoughD","01/29/2020",1.07,0,,"FordM",,
"L03634","GrandCanyon","CRGrandCanyon",,"RB","06/10/2019","BestardM","NoRain",0,"Sand","19:45","19:51",1.1,"Rechargeable",0,1,1,"SzydloC",,,,0,,,,"River mile missing on datasheet - CS 9/13/2019"
"L03635","GrandCanyon","CRGrandCanyon",165.20,"RB","06/19/2019","ChapmanK","NoRain",1,"Sand","19:48","20:01",0.93,"Rechargeable",1,0,0,"SzydloC","FordM","01/06/2020",0.65,0,,"GiardinaM",,
"L03636","GrandCanyon","CRGrandCanyon",183.00,"RB","06/20/2019","ChapmanK","NoRain",1,"Sand","19:49","20:14",1.1,"Rechargeable",1,0,0,"SzydloC","GardnerT","01/21/2020",1.33,0,,"MatteucciS",,
"L03637","GrandCanyon","CRGrandCanyon",41.20,"RB","08/23/2019","PettyJ","NoRain",1,"Rock","19:08","19:21",0.98,"Rechargeable",1,0,0,"SzydloC","SzydloC","11/21/2019",0.33,0,,"GiardinaM",,
"L03638","GrandCanyon","CRGrandCanyon",16.20,"LB","08/22/2019","PettyJ","NoRain",1,"Sand","19:10","19:19",1,"Rechargeable",1,0,0,"SzydloC","SzydloC","10/01/2019",0.1,0,,"GiardinaM",,
"L03639","GrandCanyon","CRGrandCanyon",65.80,"RB","08/25/2019","PettyJ","NoRain",0,"Sand","19:06","19:24",1.02,"Rechargeable",1,0,0,"SzydloC","SzydloC","10/08/2019",0.77,0,,"GiardinaM",,
"L03640","GrandCanyon","CRGrandCanyon",,"RB","06/03/2019","CatlettJ","NoRain",1,"Rock","19:41","19:37",1.05,"Rechargeable",1,1,1,"SzydloC",,,,0,,,,"River mile is illegible. - CS 6/26/2019"
"L03641","UpperBasin","SJSandIsland",21.00,"RB","08/06/2019","GCY","Rain",0,"Rock","19:28","19:36",,"Rechargeable",0,1,1,"MetcalfeA",,,,0,,,"Collectors: Holland, Riley, Ella, Violet, Gillian. AZ time. Lime Creek. No close time recorded.","Sample tossed"
"L03645","GrandCanyon","CRGrandCanyon",137.60,"LB","05/12/2015","JerniganS","NoRain",2,,"19:25","19:37",1.05,,0,0,0,,"IngramA",,0.12,0,,,"ponchos","Weather originally recorded as 'Cloudy' (2018-09-27 JDM). 
JC - No habitat noted."
"L03646","GrandCanyon","CRGrandCanyon",108.34,"LB","07/23/2015","PermarW","NoRain",0,"Sand","19:41","19:57",1.02,,0,0,0,,"DaubertM",,1.53,0,,,,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L03647","GrandCanyon","CRGrandCanyon",137.72,"LB","08/17/2015","PermarW","NoRain",0,"Sand","19:16","19:43",1.12,,0,0,0,,"QuigleyT",,0.82,0,,,,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L03648","GrandCanyon","CRGrandCanyon",165.18,"RB","08/19/2015","PermarW","NoRain",0,"Rock","19:13","19:48",1,,0,0,0,,"KortenhoevenE",,0.92,0,,,,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L03649","GrandCanyon","CRGrandCanyon",30.56,"RB","09/03/2015","PermarW","NoRain",0,"Sand","18:53","19:10",1,,0,0,0,,"DaubertM",,,0,,,,"(no picking time recorded - EK). Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L03650","GrandCanyon","CRGrandCanyon",221.12,"RB","05/16/2015","JerniganS","NoRain",2,"Sand","19:28","19:23",1.07,,0,0,0,,"EvansM",,0.45,0,,,"221 RR","TRIA keyed by MD Sept. 2016Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L03651","GrandCanyon","CRGrandCanyon",188.41,"RB","05/15/2015","JerniganS","Rain",0,"Sand","19:28","19:23",1,,0,0,0,,"IngramA",,0.05,0,,,,
"L03652","GrandCanyon","CRGrandCanyon",167.14,"LB","05/14/2015","JerniganS","NoRain",2,"Sand","19:27","19:40",1.02,,0,0,0,,"EvansM",,0.05,0,,,"lower national uhg","Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L03653","GrandCanyon","CRGrandCanyon",151.94,"RB","05/13/2015","JerniganS","NoRain",1,"Rock","19:26","19:37",1.05,,0,0,0,,"GarciaPenaD",,,0,,,"upper ledges.","no processing time recorded. Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L03654","GrandCanyon","CRGrandCanyon",122.77,"RB","05/10/2015","JerniganS","NoRain",0,"Sand","19:24","19:24",1.02,,0,0,0,,"EvansM",,0.17,0,,,"122 mile","Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L03655","GrandCanyon","CRGrandCanyon",19.43,"LB","05/17/2015","AlbrechtC","NoRain",0,"Sand","19:29","19:20",1.03,,0,0,0,,"IngramA",,2.35,0,,,"There were as many bugs under the trap as in the trap.","Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L03656","GrandCanyon","CRGrandCanyon",30.55,"RB","05/18/2015","AlbrechtC","NoRain",1,"Sand","19:30","19:44",0.97,,0,0,0,,"IngramA",,0.22,0,,,,"Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L03657","GrandCanyon","CRGrandCanyon",47.50,"RB","05/19/2015","AlbrechtC","NoRain",0,"Rock","19:31","19:35",1.05,,0,0,0,,"EvansM",,,0,,,,"no processing time recorded. Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L03658","GrandCanyon","CRGrandCanyon",62.93,"RB","05/20/2015","AlbrechtC","NoRain",0,"Rock","19:32","19:28",1.77,,0,1,1,,"IngramA",,0.87,0,,,,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L03659","GrandCanyon","CRGrandCanyon",84.99,"LB","05/21/2015","AlbrechtC","NoRain",1,"Rock","19:32","19:31",1.17,,0,0,0,,"IngramA",,0.2,0,,,,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L03660","GrandCanyon","CRGrandCanyon",96.55,"LB","05/22/2015","AlbrechtC","NoRain",0,"Sand","19:33","19:12",1.3,,0,0,0,,"DaubertM",,0.05,0,,,,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L03661","GrandCanyon","CRGrandCanyon",119.82,"LB","05/23/2015","AlbrechtC","NoRain",0,"Sand","19:34","19:37",0.97,,0,0,0,,"GarciaPenaD",,,0,,,,"no processing time recorded. Weather originally recorded as 'Cloudy' (2018-09-27 JDM)."
"L03662","GrandCanyon","CRGrandCanyon",132.49,"RB","05/24/2015","AlbrechtC","NoRain",0,"Sand","19:35","19:26",1.03,,0,0,0,,"IngramA",,0.1,0,,,,"Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
